from_va,to_va,kind,symbol
0x004172d9,0x0056c040,indirect_absolute_call,GDI32.dll!CreateFontW
0x004172ec,0x00414580,direct_call,
0x00417326,0x0056c040,indirect_absolute_call,GDI32.dll!CreateFontW
0x00417339,0x00414580,direct_call,
0x00417373,0x0056c040,indirect_absolute_call,GDI32.dll!CreateFontW
0x00417386,0x00414580,direct_call,
0x004173c0,0x0056c040,indirect_absolute_call,GDI32.dll!CreateFontW
0x004173d3,0x00414580,direct_call,
0x0041740d,0x0056c040,indirect_absolute_call,GDI32.dll!CreateFontW
0x00417420,0x00414580,direct_call,
0x0041745a,0x0056c040,indirect_absolute_call,GDI32.dll!CreateFontW
0x0041746d,0x00414580,direct_call,
0x004174bc,0x0056c040,indirect_absolute_call,GDI32.dll!CreateFontW
0x004174cf,0x00414580,direct_call,
0x00417509,0x0056c040,indirect_absolute_call,GDI32.dll!CreateFontW
0x0041751c,0x00414580,direct_call,
0x00417556,0x0056c040,indirect_absolute_call,GDI32.dll!CreateFontW
0x00417569,0x00414580,direct_call,
0x004175a3,0x0056c040,indirect_absolute_call,GDI32.dll!CreateFontW
0x004175b6,0x00414580,direct_call,
0x004175f0,0x0056c040,indirect_absolute_call,GDI32.dll!CreateFontW
0x00417603,0x00414580,direct_call,
0x0041763d,0x0056c040,indirect_absolute_call,GDI32.dll!CreateFontW
0x00417650,0x00414580,direct_call,
0x0041768a,0x0056c040,indirect_absolute_call,GDI32.dll!CreateFontW
0x0041769d,0x00414580,direct_call,
0x004176d7,0x0056c040,indirect_absolute_call,GDI32.dll!CreateFontW
0x004176ea,0x00414580,direct_call,
0x00417724,0x0056c040,indirect_absolute_call,GDI32.dll!CreateFontW
0x00417737,0x00414580,direct_call,
0x00417771,0x0056c040,indirect_absolute_call,GDI32.dll!CreateFontW
0x00417784,0x00414580,direct_call,
0x004177c4,0x0056c2b0,indirect_absolute_call,USER32.dll!ReleaseDC
0x004177f7,0x0056c040,indirect_absolute_call,GDI32.dll!CreateFontW
0x0041780a,0x00414580,direct_call,
0x00417844,0x0056c040,indirect_absolute_call,GDI32.dll!CreateFontW
0x00417857,0x00414580,direct_call,
0x00417891,0x0056c040,indirect_absolute_call,GDI32.dll!CreateFontW
0x004178a4,0x00414580,direct_call,
0x004178de,0x0056c040,indirect_absolute_call,GDI32.dll!CreateFontW
0x004178f1,0x00414580,direct_call,
0x0041792b,0x0056c040,indirect_absolute_call,GDI32.dll!CreateFontW
0x0041793e,0x00414580,direct_call,
0x00417978,0x0056c040,indirect_absolute_call,GDI32.dll!CreateFontW
0x0041798b,0x00414580,direct_call,
0x004179c5,0x0056c040,indirect_absolute_call,GDI32.dll!CreateFontW
0x004179d8,0x00414580,direct_call,
0x00417a12,0x0056c040,indirect_absolute_call,GDI32.dll!CreateFontW
0x00417a25,0x00414580,direct_call,
0x00417a5f,0x0056c040,indirect_absolute_call,GDI32.dll!CreateFontW
0x00417a72,0x00414580,direct_call,
0x00417a84,0x005429ee,direct_call,
0x00417a9e,0x00414c80,direct_call,
0x00417abc,0x004156c0,direct_call,
0x00417acb,0x004156a0,direct_call,
0x00417b1b,0x00415800,direct_call,
0x00417c48,0x00415800,direct_call,
0x00417ceb,0x00418020,direct_call,
0x00417d3d,0x0040c6f0,direct_call,
0x00417d4e,0x0040c080,direct_call,
0x00417d64,0x0040ff90,direct_call,
0x00417d6a,0x0040b280,direct_call,
0x00417d78,0x0040c300,direct_call,
0x00417d8b,0x00417ec0,direct_call,
0x00417dab,0x005429ee,direct_call,
0x00417ddb,0x00418070,direct_call,
0x00417e0b,0x00418020,direct_call,
0x00417e1d,0x00418f20,direct_call,
0x00417e25,0x0040e5c0,direct_call,
0x00417e71,0x00417cd0,direct_call,
0x00417e8d,0x00419180,direct_call,
0x00417e9f,0x0040e6c0,direct_call,
0x00417edc,0x00411280,direct_call,
0x00417ee6,0x0040fb00,direct_call,
0x00417eef,0x0040f160,direct_call,
0x00417f0d,0x0040de90,direct_call,
0x00417f38,0x00410030,direct_call,
0x00417f54,0x0040ff00,direct_call,
0x00417f5f,0x0040e5e0,direct_call,
0x00417f6d,0x00411280,direct_call,
0x00417f79,0x0040edb0,direct_call,
0x00417f8c,0x0040c890,direct_call,
0x00417f9f,0x0040cd70,direct_call,
0x00417fc5,0x0040b280,direct_call,
0x00417fce,0x00410030,direct_call,
0x00417fe4,0x0040b280,direct_call,
0x00417ff3,0x0040ff00,direct_call,
0x00417ffe,0x0040e5e0,direct_call,
0x00418009,0x005429ee,direct_call,
0x0041803a,0x00418600,direct_call,
0x0041804d,0x0040ce40,direct_call,
0x0041808a,0x00418620,direct_call,
0x0041809d,0x004180c0,direct_call,
0x004180d0,0x0040bda0,direct_call,
0x004180dd,0x00417d00,direct_call,
0x00418117,0x00541046,direct_call,
0x00418121,0x00418140,direct_call,
0x0041817a,0x0040db00,direct_call,
0x00418195,0x00410390,direct_call,
0x004181a8,0x0040ff90,direct_call,
0x004181ae,0x0040d0a0,direct_call,
0x004181bf,0x0040f960,direct_call,
0x004181c8,0x0040ff90,direct_call,
0x004181d3,0x0040c300,direct_call,
0x004181eb,0x00541097,direct_call,
0x004181fe,0x0040ee20,direct_call,
0x00418212,0x00411660,direct_call,
0x0041821a,0x0040ff30,direct_call,
0x00418225,0x0040ff90,direct_call,
0x00418230,0x0040c300,direct_call,
0x0041824c,0x00541097,direct_call,
0x0041825f,0x0040ee20,direct_call,
0x00418287,0x0040b280,direct_call,
0x004182b6,0x00411280,direct_call,
0x004182c0,0x0040fb00,direct_call,
0x004182d6,0x0040ed70,direct_call,
0x004182e1,0x0040f160,direct_call,
0x004182f1,0x0040c890,direct_call,
0x004182ff,0x0040e5e0,direct_call,
0x00418322,0x0040b280,direct_call,
0x0041832e,0x004190b0,direct_call,
0x00418348,0x0040f060,direct_call,
0x00418362,0x0040cd70,direct_call,
0x00418372,0x005429ee,direct_call,
0x004183a5,0x00411280,direct_call,
0x004183b2,0x0040fb00,direct_call,
0x004183d1,0x0040ed70,direct_call,
0x004183dc,0x0040f160,direct_call,
0x004183ec,0x0040c890,direct_call,
0x004183fa,0x0040e5e0,direct_call,
0x00418415,0x0040b280,direct_call,
0x0041843e,0x0040b280,direct_call,
0x0041844e,0x00419050,direct_call,
0x0041845f,0x0040f060,direct_call,
0x00418488,0x00419050,direct_call,
0x00418495,0x0040cd70,direct_call,
0x004184a5,0x005429ee,direct_call,
0x004184d5,0x00411280,direct_call,
0x004184e2,0x0040fb00,direct_call,
0x00418501,0x0040ed70,direct_call,
0x0041850c,0x0040f160,direct_call,
0x0041851c,0x0040c890,direct_call,
0x0041852a,0x0040e5e0,direct_call,
0x00418545,0x0040b280,direct_call,
0x0041856b,0x0040b280,direct_call,
0x0041857b,0x004190f0,direct_call,
0x0041858c,0x0040f060,direct_call,
0x004185b2,0x004190f0,direct_call,
0x004185bf,0x0040cd70,direct_call,
0x004185cf,0x005429ee,direct_call,
0x004185e7,0x0040b280,direct_call,
0x00418607,0x0040b280,direct_call,
0x00418613,0x0040ddd0,direct_call,
0x00418629,0x0040ff90,direct_call,
0x00418634,0x0040c300,direct_call,
0x00418647,0x0040de00,direct_call,
0x0041866c,0x0040d980,direct_call,
0x0041867f,0x0041c100,direct_call,
0x004186df,0x00418880,direct_call,
0x004186ee,0x0040c310,direct_call,
0x004186f7,0x0040b730,direct_call,
0x00418700,0x005429fc,direct_call,
0x0041870b,0x0040b900,direct_call,
0x00418716,0x005429ee,direct_call,
0x0041874f,0x00418890,direct_call,
0x0041875e,0x0040c310,direct_call,
0x00418767,0x0040b730,direct_call,
0x00418770,0x005429fc,direct_call,
0x0041877b,0x0040b900,direct_call,
0x00418786,0x005429ee,direct_call,
0x004187ca,0x0054275d,direct_call,
0x004187e7,0x0040c080,direct_call,
0x004187ef,0x00418a80,direct_call,
0x0041883e,0x0054275d,direct_call,
0x00418857,0x0040c080,direct_call,
0x0041885f,0x00447e00,direct_call,
0x00418888,0x004192f0,direct_call,
0x00418898,0x00419350,direct_call,
0x004188b8,0x0040c6b0,direct_call,
0x004188c4,0x0040b2a0,direct_call,
0x004188d3,0x0040b2a0,direct_call,
0x004188f8,0x00419150,direct_call,
0x00418913,0x004185e0,direct_call,
0x00418923,0x005429ee,direct_call,
0x00418948,0x0040c6b0,direct_call,
0x00418954,0x0040b2a0,direct_call,
0x00418963,0x0040b2a0,direct_call,
0x00418988,0x00419150,direct_call,
0x004189a3,0x004185e0,direct_call,
0x004189b3,0x005429ee,direct_call,
0x004189e1,0x0040e7c0,direct_call,
0x004189f1,0x00418100,direct_call,
0x00418a5a,0x00418a10,direct_call,
0x00418a96,0x00418a50,direct_call,
0x00418aa1,0x00418a50,direct_call,
0x00418c15,0x00544760,direct_call,
0x00418c2d,0x00544760,direct_call,
0x00418c69,0x00418dd0,direct_call,
0x00418d8d,0x0040bc20,direct_call,
0x00418dba,0x0040bda0,direct_call,
0x00418e69,0x004125b0,direct_call,
0x00418ea3,0x0040e5e0,direct_call,
0x00418ebd,0x0040b280,direct_call,
0x00418ed2,0x0040f160,direct_call,
0x00418edd,0x0040f160,direct_call,
0x00418eef,0x0040f9e0,direct_call,
0x00418efc,0x00418280,direct_call,
0x00418f0b,0x0040f740,direct_call,
0x00418f2d,0x0040b280,direct_call,
0x00418f42,0x0040f160,direct_call,
0x00418f4d,0x0040f160,direct_call,
0x00418f5f,0x0040fa70,direct_call,
0x00418f6c,0x00418280,direct_call,
0x00418f7b,0x0041bc60,direct_call,
0x00418f9d,0x0040b280,direct_call,
0x00418fb2,0x0040f160,direct_call,
0x00418fbd,0x0040f160,direct_call,
0x00418fcd,0x0040c6b0,direct_call,
0x00418fe1,0x0040f300,direct_call,
0x00418ff4,0x0041bf40,direct_call,
0x0041901e,0x00418f20,direct_call,
0x0041903e,0x00418f90,direct_call,
0x00419065,0x00410030,direct_call,
0x0041907f,0x00410030,direct_call,
0x0041909e,0x0040ff00,direct_call,
0x004190c5,0x00410030,direct_call,
0x004190e1,0x0040ff00,direct_call,
0x00419105,0x00410030,direct_call,
0x0041911b,0x0040ff00,direct_call,
0x00419138,0x0040ff00,direct_call,
0x0041918c,0x0041d130,direct_call,
0x0041919f,0x00419030,direct_call,
0x004191ac,0x0040ff50,direct_call,
0x004191b7,0x00411700,direct_call,
0x004191c8,0x0040ff50,direct_call,
0x004191d3,0x00411700,direct_call,
0x004191e9,0x0041b920,direct_call,
0x004191fc,0x0041b920,direct_call,
0x0041921f,0x0041bc30,direct_call,
0x00419232,0x00419030,direct_call,
0x0041924b,0x00419150,direct_call,
0x0041926c,0x0041ca00,direct_call,
0x00419294,0x0041d960,direct_call,
0x004192ac,0x00419150,direct_call,
0x004192c6,0x0041d960,direct_call,
0x004192e2,0x0041bea0,direct_call,
0x004192fa,0x00418e40,direct_call,
0x0041930d,0x0054278d,direct_call,
0x0041932a,0x0041f5f0,direct_call,
0x0041933d,0x0054278d,direct_call,
0x0041935a,0x00449260,direct_call,
0x00419370,0x0054278d,direct_call,
0x0041939a,0x00418e90,direct_call,
0x004193ad,0x0054278d,direct_call,
0x004193d2,0x004abd50,direct_call,
0x004193d8,0x00487560,direct_call,
0x004193f7,0x0041cb10,direct_call,
0x0041944b,0x0041ca50,direct_call,
0x00419479,0x0041ca50,direct_call,
0x00419489,0x0041ca50,direct_call,
0x00419498,0x0041ca50,direct_call,
0x004194a9,0x0041ca50,direct_call,
0x004194c4,0x0041ca50,direct_call,
0x004194d2,0x0041ca50,direct_call,
0x004194dc,0x0041ca50,direct_call,
0x004194eb,0x0041ca50,direct_call,
0x00419506,0x0041ca50,direct_call,
0x0041953d,0x0041cb10,direct_call,
0x0041958e,0x00415800,direct_call,
0x004195a5,0x0041cb10,direct_call,
0x004195cd,0x0056c16c,indirect_absolute_call,KERNEL32.dll!Sleep
0x004195f1,0x00412730,direct_call,
0x00419626,0x0041ca50,direct_call,
0x00419634,0x0041ca50,direct_call,
0x0041964f,0x0041cb10,direct_call,
0x00419660,0x00419760,direct_call,
0x0041966b,0x00412730,direct_call,
0x00419696,0x004dd840,direct_call,
0x004196a1,0x0041dbe0,direct_call,
0x004196ac,0x00412730,direct_call,
0x004196d5,0x0041d9f0,direct_call,
0x004196df,0x004dbd70,direct_call,
0x004196e4,0x0041a2c0,direct_call,
0x004196f3,0x004193c0,direct_call,
0x004196fb,0x0041cb10,direct_call,
0x00419706,0x0041ca50,direct_call,
0x00419713,0x0056c2d8,indirect_absolute_call,WINMM.dll!timeBeginPeriod
0x0041971c,0x0041ca50,direct_call,
0x00419725,0x0056c16c,indirect_absolute_call,KERNEL32.dll!Sleep
0x0041972d,0x0056c2dc,indirect_absolute_call,WINMM.dll!timeEndPeriod
0x00419737,0x0041cb10,direct_call,
0x0041974b,0x005429ee,direct_call,
0x00419797,0x0041bfc0,direct_call,
0x004197cf,0x00419c00,direct_call,
0x00419812,0x00417cd0,direct_call,
0x00419829,0x00417e40,direct_call,
0x00419835,0x0041c2e0,direct_call,
0x00419880,0x0041f220,direct_call,
0x00419893,0x00417df0,direct_call,
0x004198a3,0x00417e40,direct_call,
0x004198b5,0x00417e40,direct_call,
0x004198c7,0x0041e790,direct_call,
0x004198d6,0x0040ff30,direct_call,
0x004198e8,0x004107a0,direct_call,
0x00419901,0x0040e5a0,direct_call,
0x00419913,0x0040e5a0,direct_call,
0x00419937,0x0041e790,direct_call,
0x00419946,0x0040ff30,direct_call,
0x0041995d,0x004de040,direct_call,
0x0041996c,0x0040e5a0,direct_call,
0x0041997f,0x0040e6c0,direct_call,
0x00419995,0x005429ee,direct_call,
0x004199ac,0x00419760,direct_call,
0x004199b7,0x00412730,direct_call,
0x004199e2,0x004dd840,direct_call,
0x004199ed,0x0041dbe0,direct_call,
0x004199f7,0x00412730,direct_call,
0x00419a1c,0x0041d9f0,direct_call,
0x00419a26,0x004dbd70,direct_call,
0x00419a2b,0x0041a2c0,direct_call,
0x00419a3a,0x004193c0,direct_call,
0x00419a5c,0x0041cb10,direct_call,
0x00419b0d,0x0056c16c,indirect_absolute_call,KERNEL32.dll!Sleep
0x00419b17,0x0041cb10,direct_call,
0x00419b28,0x00419760,direct_call,
0x00419b33,0x00412730,direct_call,
0x00419b5e,0x004dd840,direct_call,
0x00419b69,0x0041dbe0,direct_call,
0x00419b73,0x00412730,direct_call,
0x00419b98,0x0041d9f0,direct_call,
0x00419ba2,0x004dbd70,direct_call,
0x00419ba7,0x0041a2c0,direct_call,
0x00419bb9,0x0041cb10,direct_call,
0x00419bc7,0x004193c0,direct_call,
0x00419bea,0x0041c0e0,direct_call,
0x00419c7c,0x004455c0,direct_call,
0x00419c88,0x0041dce0,direct_call,
0x00419c93,0x00412810,direct_call,
0x00419ca6,0x004d9e30,direct_call,
0x00419cc2,0x004d9e30,direct_call,
0x00419cfd,0x00412730,direct_call,
0x00419d1c,0x00445a40,direct_call,
0x00419d30,0x004dda60,direct_call,
0x00419d3b,0x00412aa0,direct_call,
0x00419d46,0x004455c0,direct_call,
0x00419d50,0x00412730,direct_call,
0x00419d76,0x00412730,direct_call,
0x00419d99,0x004193e0,direct_call,
0x00419da2,0x0041cb10,direct_call,
0x00419dc5,0x00412540,direct_call,
0x00419dec,0x0041cb10,direct_call,
0x00419e68,0x0056c16c,indirect_absolute_call,KERNEL32.dll!Sleep
0x00419ed1,0x004455c0,direct_call,
0x00419edd,0x0041dce0,direct_call,
0x00419ee8,0x00412810,direct_call,
0x00419efb,0x004d9e30,direct_call,
0x00419f17,0x004d9e30,direct_call,
0x00419f53,0x00412730,direct_call,
0x00419f72,0x00445a40,direct_call,
0x00419f86,0x004dda60,direct_call,
0x00419f91,0x00412aa0,direct_call,
0x00419f9c,0x004455c0,direct_call,
0x00419fa6,0x00412730,direct_call,
0x00419fcc,0x00412730,direct_call,
0x00419fef,0x004199a0,direct_call,
0x00419ff8,0x0041cb10,direct_call,
0x0041a01b,0x00412540,direct_call,
0x0041a04c,0x004455c0,direct_call,
0x0041a058,0x0041dce0,direct_call,
0x0041a063,0x00412810,direct_call,
0x0041a076,0x004d9e30,direct_call,
0x0041a092,0x004d9e30,direct_call,
0x0041a0ce,0x00412730,direct_call,
0x0041a0ed,0x00445a40,direct_call,
0x0041a101,0x004dda60,direct_call,
0x0041a10c,0x00412aa0,direct_call,
0x0041a117,0x004455c0,direct_call,
0x0041a121,0x00412730,direct_call,
0x0041a147,0x00412730,direct_call,
0x0041a16a,0x00419a50,direct_call,
0x0041a173,0x0041cb10,direct_call,
0x0041a196,0x00412540,direct_call,
0x0041a1e7,0x0056c28c,indirect_absolute_call,USER32.dll!RegisterRawInputDevices
0x0041a1f3,0x005429ee,direct_call,
0x0041a290,0x00419c00,direct_call,
0x0041a2d8,0x00412730,direct_call,
0x0041a304,0x00412730,direct_call,
0x0041a333,0x00412730,direct_call,
0x0041a35f,0x00412730,direct_call,
0x0041a38b,0x00412730,direct_call,
0x0041a3ba,0x00412730,direct_call,
0x0041a3e6,0x00412730,direct_call,
0x0041a412,0x00412730,direct_call,
0x0041a43e,0x00412730,direct_call,
0x0041a46a,0x00412730,direct_call,
0x0041a499,0x00412730,direct_call,
0x0041a4c8,0x00412730,direct_call,
0x0041a4f7,0x00412730,direct_call,
0x0041a526,0x00412730,direct_call,
0x0041a552,0x00412730,direct_call,
0x0041a57e,0x00412730,direct_call,
0x0041a5aa,0x00412730,direct_call,
0x0041a5e4,0x00412730,direct_call,
0x0041a613,0x00412730,direct_call,
0x0041a63f,0x00412730,direct_call,
0x0041a677,0x00412730,direct_call,
0x0041a6b3,0x00412730,direct_call,
0x0041a6ee,0x00412730,direct_call,
0x0041a71c,0x00412730,direct_call,
0x0041a74b,0x00412730,direct_call,
0x0041a779,0x00412730,direct_call,
0x0041a7a7,0x00412730,direct_call,
0x0041a7d5,0x00412730,direct_call,
0x0041a803,0x00412730,direct_call,
0x0041a831,0x00412730,direct_call,
0x0041a85f,0x00412730,direct_call,
0x0041a896,0x00412730,direct_call,
0x0041a8cd,0x00412730,direct_call,
0x0041a904,0x00412730,direct_call,
0x0041a93b,0x00412730,direct_call,
0x0041a972,0x00412730,direct_call,
0x0041a9a9,0x00412730,direct_call,
0x0041a9e0,0x00412730,direct_call,
0x0041aa22,0x0041db40,direct_call,
0x0041aa2d,0x0041db60,direct_call,
0x0041aa38,0x0041db80,direct_call,
0x0041aa43,0x0041dba0,direct_call,
0x0041aa4e,0x0041dbc0,direct_call,
0x0041aa59,0x005429ee,direct_call,
0x0041aaa5,0x00417cd0,direct_call,
0x0041aab9,0x00417e40,direct_call,
0x0041aac5,0x0041e790,direct_call,
0x0041aad1,0x0040ff30,direct_call,
0x0041aae6,0x00410e70,direct_call,
0x0041aaf8,0x0040e5a0,direct_call,
0x0041ab07,0x0040e6c0,direct_call,
0x0041ab1f,0x005429ee,direct_call,
0x0041ab40,0x0040ff90,direct_call,
0x0041ab46,0x0056c23c,indirect_absolute_call,USER32.dll!IsDlgButtonChecked
0x0041ab9e,0x0040ff90,direct_call,
0x0041abae,0x0056c23c,indirect_absolute_call,USER32.dll!IsDlgButtonChecked
0x0041ac56,0x0056c234,indirect_absolute_call,USER32.dll!GetDlgItem
0x0041ac5d,0x0056c2a0,indirect_absolute_call,USER32.dll!SendMessageW
0x0041ac7e,0x0056c234,indirect_absolute_call,USER32.dll!GetDlgItem
0x0041ac85,0x0056c2a0,indirect_absolute_call,USER32.dll!SendMessageW
0x0041ac9f,0x0041a1b0,direct_call,
0x0041acbf,0x0056c288,indirect_absolute_call,USER32.dll!GetRawInputData
0x0041acca,0x00542a01,direct_call,
0x0041acee,0x0056c288,indirect_absolute_call,USER32.dll!GetRawInputData
0x0041ad34,0x0054278d,direct_call,
0x0041ad68,0x0054278d,direct_call,
0x0041adac,0x0041ab30,direct_call,
0x0041adc5,0x0040ff90,direct_call,
0x0041adcb,0x0056c220,indirect_absolute_call,USER32.dll!IsWindow
0x0041adda,0x0040ff90,direct_call,
0x0041ade0,0x0056c224,indirect_absolute_call,USER32.dll!DestroyWindow
0x0041adee,0x00411570,direct_call,
0x0041ae27,0x0040ff90,direct_call,
0x0041ae2d,0x0056c224,indirect_absolute_call,USER32.dll!DestroyWindow
0x0041ae3a,0x00411570,direct_call,
0x0041ae52,0x0056c29c,indirect_absolute_call,USER32.dll!DefWindowProcW
0x0041ae64,0x005429ee,direct_call,
0x0041aef6,0x0056c240,indirect_absolute_call,USER32.dll!GetKeyState
0x0041af09,0x0056c240,indirect_absolute_call,USER32.dll!GetKeyState
0x0041af28,0x0041d0c0,direct_call,
0x0041af44,0x0041cab0,direct_call,
0x0041af4a,0x0056c230,indirect_absolute_call,USER32.dll!CreateDialogParamW
0x0041af56,0x00411570,direct_call,
0x0041af71,0x0041cab0,direct_call,
0x0041af77,0x0056c230,indirect_absolute_call,USER32.dll!CreateDialogParamW
0x0041af83,0x00411570,direct_call,
0x0041af97,0x00544760,direct_call,
0x0041afb1,0x0056c280,indirect_absolute_call,USER32.dll!EnumDisplaySettingsW
0x0041afe9,0x0040ff90,direct_call,
0x0041afef,0x0056c234,indirect_absolute_call,USER32.dll!GetDlgItem
0x0041aff6,0x0056c244,indirect_absolute_call,USER32.dll!EnableWindow
0x0041b02e,0x0040ff90,direct_call,
0x0041b034,0x0056c234,indirect_absolute_call,USER32.dll!GetDlgItem
0x0041b03b,0x0056c244,indirect_absolute_call,USER32.dll!EnableWindow
0x0041b073,0x0040ff90,direct_call,
0x0041b079,0x0056c234,indirect_absolute_call,USER32.dll!GetDlgItem
0x0041b080,0x0056c244,indirect_absolute_call,USER32.dll!EnableWindow
0x0041b0a4,0x0040ff90,direct_call,
0x0041b0aa,0x0056c234,indirect_absolute_call,USER32.dll!GetDlgItem
0x0041b0b1,0x0056c244,indirect_absolute_call,USER32.dll!EnableWindow
0x0041b0e9,0x0040ff90,direct_call,
0x0041b0ef,0x0056c234,indirect_absolute_call,USER32.dll!GetDlgItem
0x0041b0f6,0x0056c244,indirect_absolute_call,USER32.dll!EnableWindow
0x0041b11b,0x0040ff90,direct_call,
0x0041b121,0x0056c234,indirect_absolute_call,USER32.dll!GetDlgItem
0x0041b128,0x0056c244,indirect_absolute_call,USER32.dll!EnableWindow
0x0041b16b,0x0040ff90,direct_call,
0x0041b184,0x0056c23c,indirect_absolute_call,USER32.dll!IsDlgButtonChecked
0x0041b1a4,0x0040ff90,direct_call,
0x0041b1aa,0x0056c220,indirect_absolute_call,USER32.dll!IsWindow
0x0041b1b9,0x0040c6b0,direct_call,
0x0041b1cd,0x0040ff90,direct_call,
0x0041b1d3,0x0056c228,indirect_absolute_call,USER32.dll!ShowWindow
0x0041b1e7,0x00420580,direct_call,
0x0041b1f9,0x0056c2d0,indirect_absolute_call,USER32.dll!PeekMessageW
0x0041b20c,0x0040ff90,direct_call,
0x0041b212,0x0056c27c,indirect_absolute_call,USER32.dll!IsDialogMessageW
0x0041b222,0x0056c2b4,indirect_absolute_call,USER32.dll!TranslateMessage
0x0041b22c,0x0056c2b8,indirect_absolute_call,USER32.dll!DispatchMessageW
0x0041b265,0x00419c00,direct_call,
0x0041b285,0x0041ab30,direct_call,
0x0041b29c,0x0040ff90,direct_call,
0x0041b2a2,0x0056c224,indirect_absolute_call,USER32.dll!DestroyWindow
0x0041b2af,0x00411570,direct_call,
0x0041b2e9,0x0041a280,direct_call,
0x0041b35a,0x0040ff90,direct_call,
0x0041b37d,0x0056c238,indirect_absolute_call,USER32.dll!CheckRadioButton
0x0041b3b3,0x0041a280,direct_call,
0x0041b424,0x0040ff90,direct_call,
0x0041b447,0x0056c238,indirect_absolute_call,USER32.dll!CheckRadioButton
0x0041b453,0x0040ff90,direct_call,
0x0041b460,0x0056c16c,indirect_absolute_call,KERNEL32.dll!Sleep
0x0041b471,0x005429ee,direct_call,
0x0041b487,0x0056c250,indirect_absolute_call,USER32.dll!SetForegroundWindow
0x0041b4a5,0x0056c284,indirect_absolute_call,USER32.dll!SystemParametersInfoW
0x0041b4b9,0x0056c284,indirect_absolute_call,USER32.dll!SystemParametersInfoW
0x0041b4cd,0x0056c284,indirect_absolute_call,USER32.dll!SystemParametersInfoW
0x0041b4d7,0x0054065a,direct_call,
0x0041b506,0x00542c40,direct_call,
0x0041b530,0x0056c284,indirect_absolute_call,USER32.dll!SystemParametersInfoW
0x0041b541,0x0056c284,indirect_absolute_call,USER32.dll!SystemParametersInfoW
0x0041b552,0x0056c284,indirect_absolute_call,USER32.dll!SystemParametersInfoW
0x0041b560,0x0056c284,indirect_absolute_call,USER32.dll!SystemParametersInfoW
0x0041b56e,0x0056c284,indirect_absolute_call,USER32.dll!SystemParametersInfoW
0x0041b57c,0x0056c284,indirect_absolute_call,USER32.dll!SystemParametersInfoW
0x0041b587,0x0056c118,indirect_absolute_call,KERNEL32.dll!QueryPerformanceFrequency
0x0041b592,0x0056c11c,indirect_absolute_call,KERNEL32.dll!QueryPerformanceCounter
0x0041b59e,0x0040dc60,direct_call,
0x0041b5b0,0x0040e450,direct_call,
0x0041b5ca,0x0056c120,indirect_absolute_call,KERNEL32.dll!GetEnvironmentVariableW
0x0041b5f6,0x0056c108,indirect_absolute_call,KERNEL32.dll!WideCharToMultiByte
0x0041b620,0x00417df0,direct_call,
0x0041b630,0x00417e40,direct_call,
0x0041b63c,0x0041c2e0,direct_call,
0x0041b64f,0x00417e40,direct_call,
0x0041b65b,0x0041c2e0,direct_call,
0x0041b670,0x0041e790,direct_call,
0x0041b688,0x00418eb0,direct_call,
0x0041b693,0x0040e5a0,direct_call,
0x0041b69f,0x0040ff30,direct_call,
0x0041b6c3,0x00548610,direct_call,
0x0041b6d6,0x00417df0,direct_call,
0x0041b6e6,0x00417e40,direct_call,
0x0041b6f2,0x0041c2e0,direct_call,
0x0041b705,0x00417df0,direct_call,
0x0041b715,0x00417e40,direct_call,
0x0041b721,0x0041c2e0,direct_call,
0x0041b735,0x0040c6b0,direct_call,
0x0041b74b,0x0056c10c,indirect_absolute_call,KERNEL32.dll!GetModuleFileNameW
0x0041b777,0x0056c108,indirect_absolute_call,KERNEL32.dll!WideCharToMultiByte
0x0041b788,0x00417df0,direct_call,
0x0041b79b,0x0041d2f0,direct_call,
0x0041b7b3,0x00419010,direct_call,
0x0041b7be,0x0040e6c0,direct_call,
0x0041b7d1,0x0041e790,direct_call,
0x0041b7e9,0x00418eb0,direct_call,
0x0041b7f4,0x0040e5a0,direct_call,
0x0041b800,0x0040ff30,direct_call,
0x0041b824,0x00548610,direct_call,
0x0041b840,0x0040e6c0,direct_call,
0x0041b852,0x0040e5a0,direct_call,
0x0041b86d,0x005429ee,direct_call,
0x0041b892,0x0041be90,direct_call,
0x0041b8c0,0x0040f2c0,direct_call,
0x0041b8c9,0x0040fe90,direct_call,
0x0041b8f8,0x0041b920,direct_call,
0x0041b910,0x00418930,direct_call,
0x0041b940,0x0041bad0,direct_call,
0x0041b96a,0x00419150,direct_call,
0x0041b9a2,0x00419150,direct_call,
0x0041b9d2,0x00419150,direct_call,
0x0041b9f1,0x00419150,direct_call,
0x0041ba72,0x00419150,direct_call,
0x0041ba90,0x00419150,direct_call,
0x0041bab2,0x004188a0,direct_call,
0x0041bae5,0x0041bb10,direct_call,
0x0041bb2a,0x00543e20,direct_call,
0x0041bb65,0x005429ee,direct_call,
0x0041bb79,0x0040c300,direct_call,
0x0041bb84,0x0040ff90,direct_call,
0x0041bb9a,0x0041b8e0,direct_call,
0x0041bbbd,0x00419150,direct_call,
0x0041bbef,0x00419150,direct_call,
0x0041bc19,0x0040de00,direct_call,
0x0041bc4d,0x00418660,direct_call,
0x0041bc75,0x00411170,direct_call,
0x0041bc85,0x0040b280,direct_call,
0x0041bc94,0x0040b280,direct_call,
0x0041bca9,0x00543e20,direct_call,
